"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 07 04:57:25 UTC 2024","Thu Mar 07 04:57:26 UTC 2024","1404","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without first step","should invite manually to the organization without first step",""
"passed","Thu Mar 07 05:04:29 UTC 2024","Thu Mar 07 05:04:38 UTC 2024","8995","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without achieved annual","should add certificate without achieved annual",""
"passed","Thu Mar 07 04:30:55 UTC 2024","Thu Mar 07 04:32:51 UTC 2024","116112","","Settings: [FNN-679] Delete account with subscription","","Settings: [FNN-679] Delete account with subscription","should delete account with subscription","should delete account with subscription",""
"passed","Thu Mar 07 04:35:23 UTC 2024","Thu Mar 07 04:36:14 UTC 2024","50954","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without email","should invite manually via email without email",""
"skipped","Thu Mar 07 05:09:07 UTC 2024","Thu Mar 07 05:09:51 UTC 2024","44491","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","should check My Dashboard and My Transactions page for the signup bonus as the inviter user","should check My Dashboard and My Transactions page for the signup bonus as the inviter user",""
"passed","Thu Mar 07 04:19:44 UTC 2024","Thu Mar 07 04:21:43 UTC 2024","118958","","My Profile: [FNN-713] Confirm phone number Negative","","My Profile: [FNN-713] Confirm phone number Negative","should confirm phone number with invalid code","should confirm phone number with invalid code",""
"passed","Thu Mar 07 04:49:40 UTC 2024","Thu Mar 07 04:50:19 UTC 2024","38149","","[FNN-661] Send interest","","[FNN-661] Send interest","should assign the freelancer user","should assign the freelancer user",""
"passed","Thu Mar 07 04:56:29 UTC 2024","Thu Mar 07 04:56:42 UTC 2024","12588","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without first name","should subscribe as CR without first name",""
"passed","Thu Mar 07 04:29:36 UTC 2024","Thu Mar 07 04:31:14 UTC 2024","97686","","Settings: [FNN-677] Downgrade to ""Stand-by Standaard""","","Settings: [FNN-677] Downgrade to ""Stand-by Standaard""","should downgrade to ""Stand-by Standaard""","should downgrade to ""Stand-by Standaard""",""
"passed","Thu Mar 07 04:44:43 UTC 2024","Thu Mar 07 04:44:51 UTC 2024","7627","","Freelancer search: [FNN-822] Send message","","Freelancer search: [FNN-822] Send message","should check the message as the CR user","should check the message as the CR user",""
"passed","Thu Mar 07 04:36:38 UTC 2024","Thu Mar 07 04:36:41 UTC 2024","2808","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without data","should invite manually via email without data",""
"passed","Thu Mar 07 04:47:13 UTC 2024","Thu Mar 07 04:47:31 UTC 2024","17657","","Freelancer search: [FNN-846] Invite to project","","Freelancer search: [FNN-846] Invite to project","should check the invitation and send an interest of the project","should check the invitation and send an interest of the project",""
"passed","Thu Mar 07 04:08:59 UTC 2024","Thu Mar 07 04:09:00 UTC 2024","1059","","Subscribe: [FNN-578] Subscribe Positive","","Subscribe: [FNN-578] Subscribe Positive","should verify the Welcome letter","should verify the Welcome letter",""
"broken","Thu Mar 07 05:01:22 UTC 2024","Thu Mar 07 05:03:48 UTC 2024","146269","","My Profile: [FNN-669] Edit account details Positive","","My Profile: [FNN-669] Edit account details Positive","should edit employer account details with valid information","should edit employer account details with valid information",""
"passed","Thu Mar 07 04:49:45 UTC 2024","Thu Mar 07 04:51:04 UTC 2024","79233","","[FNN-813] Change language","","[FNN-813] Change language","should change language to Dutch from the footer","should change language to Dutch from the footer",""
"passed","Thu Mar 07 04:11:08 UTC 2024","Thu Mar 07 04:11:12 UTC 2024","4479","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in without email","should log in without email",""
"passed","Thu Mar 07 04:59:40 UTC 2024","Thu Mar 07 04:59:45 UTC 2024","4817","","My Profile: [FNN-668] Edit account details Negative","","My Profile: [FNN-668] Edit account details Negative","should edit account details without sector","should edit account details without sector",""
"passed","Thu Mar 07 04:57:51 UTC 2024","Thu Mar 07 04:58:46 UTC 2024","55265","","CR: [FNN-749] Invite to the organization manually Positive","","CR: [FNN-749] Invite to the organization manually Positive","should check organization page as the inviting user","should check organization page as the inviting user",""
"failed","Thu Mar 07 05:18:53 UTC 2024","Thu Mar 07 05:19:30 UTC 2024","36279","","CR: [FNN-750] Invite to the organization through search","","CR: [FNN-750] Invite to the organization through search","should accept invitation","should accept invitation",""
"skipped","Thu Mar 07 05:13:38 UTC 2024","Thu Mar 07 05:14:23 UTC 2024","45334","","[FNN-667] Send contact","","[FNN-667] Send contact","should check the contact as the second user","should check the contact as the second user",""
"passed","Thu Mar 07 04:29:08 UTC 2024","Thu Mar 07 04:29:30 UTC 2024","21608","","Settings: [FNN-675] Change password Negative","","Settings: [FNN-675] Change password Negative","should change password with short new password","should change password with short new password",""
"passed","Thu Mar 07 05:02:51 UTC 2024","Thu Mar 07 05:04:08 UTC 2024","76809","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without account details","should post project without account details",""
"passed","Thu Mar 07 04:59:10 UTC 2024","Thu Mar 07 04:59:23 UTC 2024","12661","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without agreeing to the Terms and Conditions","should subscribe as CR without agreeing to the Terms and Conditions",""
"passed","Thu Mar 07 04:57:26 UTC 2024","Thu Mar 07 04:58:03 UTC 2024","37030","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without role","should invite manually to the organization without role",""
"passed","Thu Mar 07 04:13:20 UTC 2024","Thu Mar 07 04:13:34 UTC 2024","13949","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without repeat password","should subscribe without repeat password",""
"broken","Thu Mar 07 05:09:59 UTC 2024","Thu Mar 07 05:14:47 UTC 2024","288435","","My Projects: [FNN-971] Complete project Positive","","My Projects: [FNN-971] Complete project Positive","should complete project","should complete project",""
"passed","Thu Mar 07 04:46:16 UTC 2024","Thu Mar 07 04:47:01 UTC 2024","44594","","Create Profile: [FNN-684] Create profile Negative","","Create Profile: [FNN-684] Create profile Negative","should create profile without Description of yourself","should create profile without Description of yourself",""
"passed","Thu Mar 07 04:17:34 UTC 2024","Thu Mar 07 04:18:06 UTC 2024","32261","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Processing error decline","should upgrade account to Standard 1 month: Processing error decline",""
"passed","Thu Mar 07 04:36:57 UTC 2024","Thu Mar 07 04:37:30 UTC 2024","32674","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via sms without data","should invite manually via sms without data",""
"passed","Thu Mar 07 05:01:54 UTC 2024","Thu Mar 07 05:03:47 UTC 2024","113000","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without data","should pass step 2 without data",""
"failed","Thu Mar 07 05:05:49 UTC 2024","Thu Mar 07 05:06:54 UTC 2024","65786","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 with comments less then 200 chars","should pass step 3 with comments less then 200 chars",""
"passed","Thu Mar 07 04:31:17 UTC 2024","Thu Mar 07 04:32:56 UTC 2024","98508","","Settings: [FNN-680] Deactivate profile","","Settings: [FNN-680] Deactivate profile","should deactivate profile","should deactivate profile",""
"passed","Thu Mar 07 05:03:00 UTC 2024","Thu Mar 07 05:03:07 UTC 2024","6568","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without institute","should add education without institute",""
"passed","Thu Mar 07 04:59:51 UTC 2024","Thu Mar 07 05:00:00 UTC 2024","9128","","My Profile: [FNN-668] Edit account details Negative","","My Profile: [FNN-668] Edit account details Negative","should edit account details with invalid Twitter, LinkedIn and Website urls","should edit account details with invalid Twitter, LinkedIn and Website urls",""
"passed","Thu Mar 07 05:06:25 UTC 2024","Thu Mar 07 05:06:49 UTC 2024","24084","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without phone number","should post project without phone number",""
"passed","Thu Mar 07 04:13:03 UTC 2024","Thu Mar 07 04:13:08 UTC 2024","4711","","Reset password: [FNN-655] Reset password Negative","","Reset password: [FNN-655] Reset password Negative","should reset password with wrong email","should reset password with wrong email",""
"passed","Thu Mar 07 04:54:45 UTC 2024","Thu Mar 07 04:55:46 UTC 2024","60882","","CR: [FNN-742] CR subscribe Positive","","CR: [FNN-742] CR subscribe Positive","should subscribe as CR with valid credentials","should subscribe as CR with valid credentials",""
"passed","Thu Mar 07 05:04:10 UTC 2024","Thu Mar 07 05:04:16 UTC 2024","5665","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without picture","should pass step 2 without picture",""
"broken","Thu Mar 07 05:09:34 UTC 2024","Thu Mar 07 05:10:09 UTC 2024","34940","","My Network: [FNN-1027] Invite freelancers","","My Network: [FNN-1027] Invite freelancers","should accept an invitation","should accept an invitation",""
"passed","Thu Mar 07 05:08:00 UTC 2024","Thu Mar 07 05:08:21 UTC 2024","21137","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without password","should post project without password",""
"passed","Thu Mar 07 04:40:33 UTC 2024","Thu Mar 07 04:43:14 UTC 2024","161683","","Freelancer search: [FNN-817] Add note","","Freelancer search: [FNN-817] Add note","should add a note via the note button","should add a note via the note button",""
"broken","Thu Mar 07 05:09:10 UTC 2024","Thu Mar 07 05:11:59 UTC 2024","169402","","My Projects: [FNN-1058] Complete project Negative","","My Projects: [FNN-1058] Complete project Negative","""before all"" hook for [FNN-1058] Complete project Negative","""before all"" hook for [FNN-1058] Complete project Negative",""
"passed","Thu Mar 07 04:15:11 UTC 2024","Thu Mar 07 04:16:26 UTC 2024","74340","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add CV","should add CV",""
"passed","Thu Mar 07 04:39:03 UTC 2024","Thu Mar 07 04:40:21 UTC 2024","78699","","My Projects: [FNN-1093] Pause project","","My Projects: [FNN-1093] Pause project","should verify status of the project as unregistered user","should verify status of the project as unregistered user",""
"passed","Thu Mar 07 04:20:43 UTC 2024","Thu Mar 07 04:21:47 UTC 2024","63950","","My Profile: [FNN-718] Add portfolio Negative","","My Profile: [FNN-718] Add portfolio Negative","should add portfolio without data","should add portfolio without data",""
"passed","Thu Mar 07 04:35:46 UTC 2024","Thu Mar 07 04:35:53 UTC 2024","7262","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Status Open projects","should filter projects by Status Open projects",""
"passed","Thu Mar 07 04:45:45 UTC 2024","Thu Mar 07 04:46:05 UTC 2024","20558","","Create Profile: [FNN-684] Create profile Negative","","Create Profile: [FNN-684] Create profile Negative","should create profile with wrong website","should create profile with wrong website",""
"passed","Thu Mar 07 04:13:47 UTC 2024","Thu Mar 07 04:14:03 UTC 2024","15678","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe with invalid repeat password","should subscribe with invalid repeat password",""
"failed","Thu Mar 07 05:02:34 UTC 2024","Thu Mar 07 05:03:00 UTC 2024","26164","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without data","should add education without data",""
"passed","Thu Mar 07 05:00:40 UTC 2024","Thu Mar 07 05:01:45 UTC 2024","64553","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add CV without CV","should add CV without CV",""
